title,description,publishedAt,category,temizlenmis_title,temizlenmis_description,source
‘Dünyada birçok ülkede ebeveyn izni olarak tanımlanıyor’,"TÜİK verilerine göre doğum oranları hızla düşüyor, Türkiye yaşlanıyor. Açıklanan rakamların ardından Cumhurbaşkanlığı azalan doğum oranlarının alarm verdiğini söyleyince Aile ve Sosyal Hizmetler Bakanlığı çalışan annelere yönelik bir ‘destek paketi’ hazırlığı…",2024-06-30T04:00:00Z,other,dünyada ülkede ebeveyn izni olarak tanımlanıyor,tüik verilerine göre doğum oranları hızla düşüyor türkiye yaşlanıyor açıklanan rakamların ardından cumhurbaşkanlığı azalan doğum oranlarının alarm verdiğini söyleyince aile sosyal hizmetler bakanlığı çalışan annelere yönelik destek paketi hazırlığı,Hurriyet.com.tr
Türkiye gruptan nasıl çıkar?,"EURO 2024 F Grubu'nda mücadele eden A Milli Takımımız 3 puan ile ikinci sırada yer alıyor. Gruptaki ilk maçında Gürcistan'ı 3-1 yenen ay-yıldızlı ekibimiz, ikinci maçında ise Portekiz'e 3-0 mağlup oldu. Turvudaki üçüncü ve son maçında Çekya ile karşılaşacak o…",2024-06-26T12:39:01Z,sports,türkiye gruptan nasıl çıkar,euro f grubunda mücadele eden milli takımımız puan ikinci sırada yer alıyor gruptaki ilk maçında gürcistanı yenen ayyıldızlı ekibimiz ikinci maçında ise portekize mağlup oldu turvudaki üçüncü son maçında çekya karşılaşacak,Haberturk.com
Türkiye gri listeden çıktı,"Mali Eylem Görev Gücü (FATF), Türkiye'nin gri listeden çıktığını açıkladı",2024-06-28T09:03:50Z,other,türkiye gri listeden çıktı,mali eylem görev gücü fatf türkiyenin gri listeden çıktığını açıkladı,Haberturk.com
Papa'dan Türkiye ziyareti,"Türkiye'ye ilk kez 2014'te gelen Papa Franciscus, 2025'te İstanbul ve İznik'e uğramayı düşündüğünü açıkladı. Katoliklerin ruhani lideri olan Papa, “Bu, tüm kalbimle gerçekleştirmek istediğim bir gezi” dedi",2024-06-28T18:51:31Z,other,papadan türkiye ziyareti,türkiyeye ilk kez te gelen papa franciscus te istanbul iznike uğramayı düşündüğünü açıkladı katoliklerin ruhani lideri olan papa tüm kalbimle gerçekleştirmek istediğim gezi dedi,Haberturk.com
Avusturya-Türkiye maçı tarihi,"Türkiye A Milli Futbol Takımı, Avrupa Futbol Şampiyonası F Grubu’nu ikinci sırada tamamlayarak son 16 turunda Avusturya'nın rakibi oldu. Grupta başarılı bir performans sergileyen  ay yıldızlılar, EURO 2024 macerasına son 16 turunda oynayacağı Avusturya maçı i…",2024-06-30T16:07:50Z,sports,avusturyatürkiye maçı tarihi,türkiye milli futbol takımı avrupa futbol şampiyonası f grubunu ikinci sırada tamamlayarak son turunda avusturyanın rakibi oldu grupta başarılı performans sergileyen ay yıldızlılar euro macerasına son turunda oynayacağı avusturya maçı i,Haberturk.com
Dış basında Türkiye yankısı!,"A Milli Futbol Takımı, EURO2024'te Çekya'yı 2-1 mağlup etti ve son 16 turuna yükseldi. Tarihi zafer ülkede olduğu gibi dış basında da büyük yankı yarattı. İşte yazılanlar...",2024-06-27T07:49:45Z,sports,dış basında türkiye yankısı,milli futbol takımı eurote çekyayı mağlup etti son turuna yükseldi tarihi zafer ülkede olduğu gibi dış basında büyük yankı yarattı yazılanlar,Haberturk.com
Uzaktan Türkiye haritasını andırıyor!,"Giresun'un Keşap ilçesindeki Şahinkaya Tepesi, yamacındaki kayalık alanın Türkiye haritasına benzerliğiyle doğa tutkunları için merak uyandıran noktalardan biri haline geldi",2024-06-24T06:48:25Z,other,uzaktan türkiye haritasını andırıyor,giresunun keşap ilçesindeki şahinkaya tepesi yamacındaki kayalık alanın türkiye haritasına benzerliğiyle doğa tutkunları için merak uyandıran noktalardan haline geldi,Haberturk.com
Türkiye deprem risk haritası,"MTA'nın yayımladığı yenilenen Türkiye Diri Fay Haritası'na göre yurt genelinde 45 ilde 5,5 ve üzeri büyüklükte deprem üretebilecek potansiyelde 485 diri fay yer alıyor. Deprem kuşağında yer alan Türkiye'de yurt genelinde sarsıntılar yaşanmaya devam ediyor. İş…",2024-06-24T19:08:30Z,other,türkiye deprem risk haritası,mtanın yayımladığı yenilenen türkiye diri fay haritasına göre yurt genelinde ilde üzeri büyüklükte deprem üretebilecek potansiyelde diri fay yer alıyor deprem kuşağında yer alan türkiyede yurt genelinde sarsıntılar yaşanmaya devam ediyor iş,Haberturk.com
FATF Başkanı'ndan Türkiye açıklaması,"FATF Dönem Başkanı Kumar, Türkiye'nin gri listeden çıkarılan iki ülkeden biri olduğunu belirterek ""Türkiye kara para aklama ve terörün finansmanıyla mücadelesini iyileştirmek için önemli adımlar attığını teyit etti"" dedi.",2024-06-28T11:49:30Z,economics,fatf başkanından türkiye açıklaması,fatf dönem başkanı kumar türkiyenin gri listeden çıkarılan iki ülkeden olduğunu belirterek türkiye kara para aklama terörün finansmanıyla mücadelesini iyileştirmek için önemli adımlar attığını teyit etti dedi,Haberturk.com
Moody's'ten Türkiye açıklaması,"Moody's Sektör Uygulama Lideri Mohamed Daoud, Türkiye'nin Mali Eylem Görev Gücü (FATF) gri listesinden çıkarılmasına ilişkin, ""Bu gelişmenin Türkiye'nin itibarını uluslararası alanda artırması, yabancı yatırımları ve Avrupa ve ABD kurumlarıyla ilişkileri pota…",2024-06-28T18:09:35Z,economics,moodysten türkiye açıklaması,moodys sektör uygulama lideri mohamed daoud türkiyenin mali eylem görev gücü fatf gri listesinden çıkarılmasına ilişkin gelişmenin türkiyenin itibarını uluslararası alanda artırması yabancı yatırımları avrupa abd kurumlarıyla ilişkileri pota,Haberturk.com
Türkiye alışveriş haritası açıklandı,"Trendyol, 2024 yılının ilk yarısına ilişkin alışveriş verilerini paylaştı. İlk 6 ayda en çok cilt bakım ve kadın giyim ürünlerinin satışı gerçekleşti. Yaklaşık 2 milyon Trendyol satıcısı, 335 milyon ürünü Türkiye’nin dört bir yanındaki müşterileriyle buluştur…",2024-07-09T10:02:29Z,other,türkiye alışveriş haritası açıklandı,trendyol yılının ilk yarısına ilişkin alışveriş verilerini paylaştı ilk ayda en cilt bakım kadın giyim ürünlerinin satışı gerçekleşti yaklaşık milyon trendyol satıcısı milyon ürünü türkiyenin dört yanındaki müşterileriyle buluştur,Haberturk.com
Bakan Kacır: Türkiye'ye önemli kazanımlar getirdi,"Sanayi ve Teknoloji Bakanı Mehmet Fatih Kacır Aslında uydu teknolojilerinde A takımına girdik diyebiliriz. İlk 11'deyiz. Çünkü bunu başarabilen dünyada sadece 11 ülke var artık. İşte böyle bir başarı için TÜBİTAK, ASELSAN, TUSAŞ, C-Tech ve Türksat ekipleri ge…",2024-07-09T11:29:00Z,technology,bakan kacır türkiyeye önemli kazanımlar getirdi,sanayi teknoloji bakanı mehmet fatih kacır aslında uydu teknolojilerinde takımına girdik diyebiliriz ilk deyiz çünkü başarabilen dünyada sadece ülke var artık böyle başarı için tübitak aselsan tusaş ctech türksat ekipleri ge,Hurriyet.com.tr
Nostalji rüzgârı hız kesmiyor,"Retro tınıların peşine düşenler, klasikleri yeniden yorumlayanlar… Özellikle 80’ler ve 90’lara olan ilgi hiç bitmiyor. Bu hafta Jain, Hera Aslan, Anıl Şallıel-Koray Avcı ve Aleyna Kalaycıoğlu’nun teklilerini dinledik.",2024-07-18T14:26:00Z,other,nostalji rüzgârı hız kesmiyor,retro tınıların peşine düşenler klasikleri yeniden yorumlayanlar özellikle ler lara olan ilgi bitmiyor hafta jain hera aslan anıl şallıelkoray avcı aleyna kalaycıoğlunun teklilerini dinledik,Hurriyet.com.tr
Schengen istatistiklerinde çarpıcı 'Türkiye' detayı,"Avrupa Komisyonu verilerine göre 2023 yılında Schengen vize başvurusu en çok reddedilen ikinci ülke olan Türkiye, ret verilen başvurulara 13.5 milyon avro ile en çok para harcayan ülke.",2024-06-27T08:37:48Z,politics,schengen istatistiklerinde çarpıcı türkiye detayı,avrupa komisyonu verilerine göre yılında schengen vize başvurusu en reddedilen ikinci ülke olan türkiye ret verilen başvurulara milyon avro en para harcayan ülke,Haberturk.com
Türkiye gri listeden çıkacak mı?,"Cumhurbaşkanı Yardımcısı Cevdet Yılmaz, Singapur'da gerçekleştirilecek Mali Eylem Görev Gücünün (FATF) Genel Kurul toplantısında Türkiye'nin gri listedeki durumunun ele alınacağını belirterek, ""Burada teknik herhangi bir sıkıntı yok. Olumlu bir karar çıkacağı…",2024-06-27T22:36:21Z,politics,türkiye gri listeden çıkacak mı,cumhurbaşkanı yardımcısı cevdet yılmaz singapurda gerçekleştirilecek mali eylem görev gücünün fatf genel kurul toplantısında türkiyenin gri listedeki durumunun ele alınacağını belirterek burada teknik herhangi sıkıntı yok olumlu karar çıkacağı,Haberturk.com
"""ABD ve Türkiye birbirinden kopamaz""","Gazeteci Aslı Aydıntaşbaş, Türkiye ve ABD ilişkilerinin yeniden ivme kazanması gerektiğini belirten bir yazı kaleme aldı. İki ülkenin birçok ortak noktası olduğunu ifade eden Aydıntaşbaş, Türkiye'nin Çin, İran ve Rusya'nın nüfuzunu sınırlamaya yardımcı olma k…",2024-06-25T10:29:58Z,politcs,abd türkiye birbirinden kopamaz,gazeteci aslı aydıntaşbaş türkiye abd ilişkilerinin yeniden ivme kazanması gerektiğini belirten yazı kaleme aldı iki ülkenin ortak noktası olduğunu ifade eden aydıntaşbaş türkiyenin çin iran rusyanın nüfuzunu sınırlamaya yardımcı olma k,Haberturk.com
Türkiye- Avusturya maçı ne zaman?,"Türkiye - Avusturya maçı için geri sayım başladı. Grup aşamasını 2. sırada tamamlayarak Avrupa Futbol Şampiyonası macerasına son 16 turundan devam eden ay yıldızlılar, Avusturya'nın rakibi oldu. Peki, ""EURO 2024 Türkiye - Avusturya maçı ne zaman, saat kaçta? …",2024-07-01T08:52:40Z,sports,türkiye avusturya maçı zaman,türkiye avusturya maçı için geri sayım başladı grup aşamasını sırada tamamlayarak avrupa futbol şampiyonası macerasına son turundan devam eden ay yıldızlılar avusturyanın rakibi oldu peki euro türkiye avusturya maçı zaman saat kaçta,Haberturk.com
Türkiye - Çekya maçı ne zaman?,"A Milli Futbol Takımı EURO 2024 F Grubu üçüncü maçında Çekya ile karşı karşıya geliyor. İkinci maçların sona ermesinin ardından, Avrupa Futbol Şampiyonası’nda son 16 turuna kalmayı garantileyen takımlar netleşmeye başladı. Grubunda oynadığı ilk maçında Gürcis…",2024-06-22T17:54:04Z,sports,türkiye çekya maçı zaman,milli futbol takımı euro f grubu üçüncü maçında çekya karşı karşıya geliyor ikinci maçların sona ermesinin ardından avrupa futbol şampiyonasında son turuna kalmayı garantileyen takımlar netleşmeye başladı grubunda oynadığı ilk maçında gürcis,Haberturk.com
Türkiye-Almanya arasında vize görüşmesi,"İçişleri Bakanı Ali Yerlikaya ve Almanya Federal İçişleri ve Yurt Bakanı Nancy Faeser ile Berlin'de bir araya geldi. Görüşmenin ardından açıklama yapan Yerlikaya, Türk vatandaşlarının Almanya vizesi alma sürecine ilişkin durumlarının nasıl iyileştirilebileceğ…",2024-06-27T12:53:49Z,other,türkiyealmanya arasında vize görüşmesi,içişleri bakanı ali yerlikaya almanya federal içişleri yurt bakanı nancy faeser berlinde araya geldi görüşmenin ardından açıklama yapan yerlikaya türk vatandaşlarının almanya vizesi alma sürecine ilişkin durumlarının nasıl iyileştirilebileceğ,Haberturk.com
Türkiye- Hollanda maçı ne zaman?,"EURO 2024 son 16 turu heyecanı Türkiye- Avusturya maçıyla sona erdi. A milli takımımız son 16 turu son maçında Avusturya'yı 2-1 mağlup etti ve çeyrek finalde Hollanda'nın rakibi oldu. Bu kapsamda sporseverler ""EURO 2024 Türkiye- Hollanda çeyrek final maçı ne …",2024-07-03T07:23:22Z,sports,türkiye hollanda maçı zaman,euro son turu heyecanı türkiye avusturya maçıyla sona erdi milli takımımız son turu son maçında avusturyayı mağlup etti çeyrek finalde hollandanın rakibi oldu kapsamda sporseverler euro türkiye hollanda çeyrek final maçı,Haberturk.com
Avusturya- Türkiye maçı ne zaman?,"Avusturya- Türkiye maçı heyecanına sayılı saatler kaldı. Grup aşamasını 2. sırada tamamlayarak Avrupa Futbol Şampiyonası macerasına son 16 turundan devam eden ay yıldızlılar, Avusturya ile kozlarını payalaşacak. Peki, ""EURO 2024 Avusturya- Türkiye maçı ne zam…",2024-07-02T08:30:17Z,sports,avusturya türkiye maçı zaman,avusturya türkiye maçı heyecanına sayılı saatler kaldı grup aşamasını sırada tamamlayarak avrupa futbol şampiyonası macerasına son turundan devam eden ay yıldızlılar avusturya kozlarını payalaşacak peki euro avusturya türkiye maçı zam,Haberturk.com
Türkiye - Avusturya maçı ne zaman?,"A Milli Futbol Takımı, F Grubu üçüncü maçında Çekya ile karşı karşıya geldi. Kıran kırana mücadelelere sahne olan maçta Türkiye Çekya'yı 2-1 skorla mağlup ederek son 16 turunda Avusturya'nın rakibi oldu. 2024 Avrupa Futbol Şampiyonası son turu maçlarının ardı…",2024-06-26T21:00:41Z,sports,türkiye avusturya maçı zaman,milli futbol takımı f grubu üçüncü maçında çekya karşı karşıya geldi kıran kırana mücadelelere sahne olan maçta türkiye çekyayı skorla mağlup ederek son turunda avusturyanın rakibi oldu avrupa futbol şampiyonası son turu maçlarının ardı,Haberturk.com
Türkiye- Avusturya maçı ne zaman?,"Türkiye - Avusturya maçı için geri sayım başladı. Grup aşamasını 2. sırada tamamlayarak Avrupa Futbol Şampiyonası macerasına son 16 turundan devam eden ay yıldızlılar, Avusturya'nın rakibi oldu. Peki, ""EURO 2024 Türkiye - Avusturya maçı ne zaman, saat kaçta? …",2024-06-27T06:56:19Z,sports,türkiye avusturya maçı zaman,türkiye avusturya maçı için geri sayım başladı grup aşamasını sırada tamamlayarak avrupa futbol şampiyonası macerasına son turundan devam eden ay yıldızlılar avusturyanın rakibi oldu peki euro türkiye avusturya maçı zaman saat kaçta,Haberturk.com
"Türkiye, Çekya'ya ihracat rekoru kırdı","Türkiye, 683,7 milyon dolarla Çekya'ya tüm zamanların en yüksek ocak-mayıs ihracatını gerçekleştirdi",2024-06-22T08:19:12Z,economics,türkiye çekyaya ihracat rekoru kırdı,türkiye milyon dolarla çekyaya tüm zamanların en yüksek ocakmayıs ihracatını gerçekleştirdi,Haberturk.com
Türkiye birincisi Ebrar enkazından çıktı,"Kahramanmaraş'ta yaşayan ve ‘Astın Felaketi' olarak nitelendirilen depremlere Ebrar Sitelerinde yakalanan Efe Talha Palabıyık, büyük bir başarıya imza atarak LGS Türkiye Birincisi oldu.",2024-06-29T06:36:38Z,other,türkiye birincisi ebrar enkazından çıktı,kahramanmaraşta yaşayan astın felaketi olarak nitelendirilen depremlere ebrar sitelerinde yakalanan efe talha palabıyık büyük başarıya imza atarak lgs türkiye birincisi oldu,Haberturk.com
Türkiye - Avusturya maçına Portekizli hakem!,EURO 2024 son 16 turunda oynanacak Türkiye - Avusturya maçını Portekizli hakem Artur Soares Dias yönetecek.,2024-06-28T15:42:16Z,sports,türkiye avusturya maçına portekizli hakem,euro son turunda oynanacak türkiye avusturya maçını portekizli hakem artur soares dias yönetecek,Haberturk.com
Türkiye - Hollanda maçı ne zaman?,"EURO 2024 heyecanı çeyrek final maçları ile devam ediyor. Son turu 16 turu son maçında Avusturya'yı 2-1 mağlup etmeyi başaran A Milli Futbol Takımı, çeyrek finalde Hollanda'nın rakibi oldu. Zorlu mücadele öncesinde, ""Türkiye Hollanda maçı ne zaman, saat kaçta…",2024-07-02T20:51:17Z,sports,türkiye hollanda maçı zaman,euro heyecanı çeyrek final maçları devam ediyor son turu turu son maçında avusturyayı mağlup etmeyi başaran milli futbol takımı çeyrek finalde hollandanın rakibi oldu zorlu mücadele öncesinde türkiye hollanda maçı zaman saat kaçta,Haberturk.com
Erdoğan-Esed görüşmesi ne zaman,YUKARIDAKİ başlığı atmadan önce Erdoğan ile Esed görüşecekler mi?,2024-07-05T03:28:53Z,politics,erdoğanesed görüşmesi zaman,yukaridaki başlığı atmadan önce erdoğan esed görüşecekler mi,Hurriyet.com.tr
Türkiye - Hollanda maçı ne zaman?,"Türkiye - Hollanda maçı için geri sayım başladı. Almanya'nın ev sahipliğinde düzenlenen EURO 2024'te grup ve son 16 turunda başarılı bir performans sergileyen ay yıldızlılar, Avusturya'yı mağlup edip çeyrek finalde Hollanda'ya rakip oldu. Peki, ""Türkiye - Hol…",2024-07-04T10:15:52Z,sports,türkiye hollanda maçı zaman,türkiye hollanda maçı için geri sayım başladı almanyanın ev sahipliğinde düzenlenen euro te grup son turunda başarılı performans sergileyen ay yıldızlılar avusturyayı mağlup edip çeyrek finalde hollandaya rakip oldu peki türkiye hol,Haberturk.com
