category,temizlenmis_title,Real/Fake,temizlenmis_description,temizlenmis_title_tokens,temizlenmis_title_lemmas,temizlenmis_description_tokens,temizlenmis_description_lemmas
other,iphonenun maliyeti dolar mı,0,sosyal medyada dolaşıma sokulan videoda konuşan eski endonezya ticaret bakanı gita wirjawan eylül tarihinde katıldığı mekari conference programında iphonenun maliyetinin dolar olduğunu ileri sürdü,"['iphonenun', 'maliyeti', 'dolar', 'mı']","['iphone', 'maliyet', 'dolar', 'mi']","['sosyal', 'medyada', 'dolaşıma', 'sokulan', 'videoda', 'konuşan', 'eski', 'endonezya', 'ticaret', 'bakanı', 'gita', 'wirjawan', 'eylül', 'tarihinde', 'katıldığı', 'mekari', 'conference', 'programında', 'iphonenun', 'maliyetinin', 'dolar', 'olduğunu', 'ileri', 'sürdü']","['sosyal', 'medya', 'dolaşım', 'sok', 'video', 'konuş', 'eski', 'endonezya', 'ticaret', 'bakan', 'gita', 'wirjawan', 'eylül', 'tarih', 'kat', 'mekar', 'conference', 'program', 'iphone', 'maliyet', 'dolar', 'ol', 'ileri', 'sür']"
politics,zelenskiy rusyaya teslim oldu,0,yandan hafta meta youtube ukrayna devlet başkanı volodimir zelenskiynin rusyaya teslim olmaktan bahsettiği video yayınlandı,"['zelenskiy', 'rusyaya', 'teslim', 'oldu']","['zelenskiy', 'rusyaya', 'teslim', 'ol']","['yandan', 'hafta', 'meta', 'youtube', 'ukrayna', 'devlet', 'başkanı', 'volodimir', 'zelenskiynin', 'rusyaya', 'teslim', 'olmaktan', 'bahsettiği', 'video', 'yayınlandı']","['yan', 'hafta', 'meta', 'youtup', 'ukrayna', 'devlet', 'başkan', 'volodimir', 'zelenskiynin', 'rusyaya', 'teslim', 'ol', 'bahset', 'video', 'yayınla']"
other,üç suriyeli taksimdeki terör saldırısıyla dalga geçti,0,suriyeli mülteciler terör saldırı ardından video çekerek alaycı hareketlerde bulunarak sosyal medya hesaplarına yüklediler,"['üç', 'suriyeli', 'taksimde', 'ki', 'terör', 'saldırısıyla', 'dalga', 'geçti']","['üç', 'suriyel', 'taksim', 'ki', 'terör', 'saldırı', 'dalga', 'geç']","['suriyeli', 'mülteciler', 'terör', 'saldırı', 'ardından', 'video', 'çekerek', 'alay', 'cı', 'hareketlerde', 'bulunarak', 'sosyal', 'medya', 'hesaplarına', 'yüklediler']","['suriyeli', 'mülteci', 'terör', 'saldır', 'ardından', 'video', 'çek', 'alay', 'ci', 'hareket', 'bulun', 'sosyal', 'medya', 'hesap', 'yükle']"
other,hastanelerin ının iflas eşiğinde olduğunu söyledi,0,almanya sağlık bakanı karl lauterbach almanya birinci televizyon kanalı ardde yayımlanan bericht aus berlin programında yaptığı açıklamasında hastanelerin ının iflas eşiğinde olduğunu söylediği,"['hastanelerin', 'ının', 'iflas', 'eşiğinde', 'olduğunu', 'söyledi']","['hastane', 'ının', 'iflas', 'eşik', 'ol', 'söyle']","['almanya', 'sağlık', 'bakanı', 'karl', 'lauterbach', 'almanya', 'birinci', 'televizyon', 'kanalı', 'ardde', 'yayımlanan', 'bericht', 'aus', 'berlin', 'programında', 'yaptığı', 'açıklamasında', 'hastanelerin', 'ının', 'iflas', 'eşiğinde', 'olduğunu', 'söylediği']","['almanya', 'sağlık', 'bakan', 'karl', 'lauterbach', 'almanya', 'birinci', 'televizyon', 'kanal', 'art', 'yayımla', 'bericht', 'aus', 'berlin', 'program', 'yap', 'açıklama', 'hastane', 'ının', 'iflas', 'eşik', 'ol', 'söyle']"
politics,video maduro yanlısı grupların oy sandıklarını çaldığı anı gösteriyor,0,videoda venezueladaki devlet başkanlığı seçimlerinde oy sandıklarının çalındığı iddia edildi sandıkları çalanların ise devlet başkanı nicolas maduro yanlısı çeteler olduğu anlaşıldı,"['video', 'maduro', 'yanlısı', 'grupların', 'oy', 'sandıklarını', 'çaldığı', 'anı', 'gösteriyor']","['video', 'maduro', 'yanlı', 'grup', 'oy', 'sandık', 'çal', 'an', 'göster']","['videoda', 'venezuelada', 'ki', 'devlet', 'başkanlığı', 'seçimlerinde', 'oy', 'sandıklarının', 'çalındığı', 'iddia', 'edildi', 'sandıkları', 'çalanların', 'ise', 'devlet', 'başkanı', 'nicolas', 'maduro', 'yanlısı', 'çeteler', 'olduğu', 'anlaşıldı']","['video', 'venezuela', 'ki', 'devlet', 'başkanlık', 'seçim', 'oy', 'sandık', 'çal', 'iddia', 'et', 'sandık', 'çalan', 'i', 'devlet', 'başkan', 'nicolas', 'maduro', 'yanlı', 'çete', 'ol', 'anlaş']"
politics,video abdde polislerden kaçan suçlunun yakalanma anını gösteriyor,0,abdde aracıyla polislerden kaçan suçlu polis ekiplerinin profesyonel hamlesiyle böyle yakalandı,"['video', 'abdde', 'polislerden', 'kaçan', 'suçlunun', 'yakalanma', 'anını', 'gösteriyor']","['video', 'abdde', 'polis', 'kaç', 'suç', 'yakalan', 'an', 'göster']","['abdde', 'aracıyla', 'polislerden', 'kaçan', 'suçlu', 'polis', 'ekiplerinin', 'profesyonel', 'hamlesiyle', 'böyle', 'yakalandı']","['abdde', 'araç', 'polis', 'kaç', 'suçlu', 'polis', 'ekip', 'profesyonel', 'hamle', 'böyle', 'yakalan']"
entertainment,abdli aktör sylvester stallonenin öldüğü iddiası,0,sosyal medyada abdli aktör sylvester stallonenin öldüğü iddia edildi,"['abdli', 'aktör', 'sylvester', 'stallonenin', 'öldüğü', 'iddiası']","['abdli', 'aktör', 'sylvester', 'stallone', 'öl', 'iddia']","['sosyal', 'medyada', 'abdli', 'aktör', 'sylvester', 'stallonenin', 'öldüğü', 'iddia', 'edildi']","['sosyal', 'medya', 'abdli', 'aktör', 'sylvester', 'stallone', 'öl', 'iddia', 'et']"
entertainment,orhan gencebayın öldüğü iddiası,0,sanatçı orhan gencebayın hayatını kaybettiği öne sürüldü,"['orhan', 'gencebayın', 'öldüğü', 'iddiası']","['orhan', 'genceba', 'öl', 'iddia']","['sanatçı', 'orhan', 'gencebayın', 'hayatını', 'kaybettiği', 'öne', 'sürüldü']","['sanatçı', 'orhan', 'genceba', 'hayat', 'kaybet', 'ön', 'sür']"
other,videonun yeni yol yapımı için yıkılan peribacalarını gösterdiği iddiası,0,unesco dünya kültür mirası listesinde bulunan kapadokyadaki peri bacaları iş makineleriyle yıkılıyor tc kulturturizm bakanlığı mehmet nuri ersoy tarih kültür turizm adına binlerce yıllık mirasımıza varlığımıza iş makineleri saldırıyor göreviniz rezalete son vermektir,"['videonun', 'yeni', 'yol', 'yapımı', 'için', 'yıkılan', 'peribacalarını', 'gösterdiği', 'iddiası']","['video', 'yeni', 'yol', 'yap', 'için', 'yık', 'peribaca', 'göster', 'iddia']","['unesco', 'dünya', 'kültür', 'mirası', 'listesinde', 'bulunan', 'kapadokyada', 'ki', 'peri', 'bacaları', 'iş', 'makineleriyle', 'yıkılıyor', 'tc', 'kulturturizm', 'bakanlığı', 'mehmet', 'nuri', 'ersoy', 'tarih', 'kültür', 'turizm', 'adına', 'binlerce', 'yıllık', 'mirasımıza', 'varlığımıza', 'iş', 'makineleri', 'saldırıyor', 'göreviniz', 'rezalete', 'son', 'vermek', 'tir']","['unesco', 'dünya', 'kültür', 'mira', 'liste', 'bulun', 'kapadokya', 'ki', 'peri', 'baca', 'iş', 'makine', 'yık', 'tc', 'kulturturizm', 'bakanlık', 'mehmet', 'nuri', 'ersoy', 'tarih', 'kültür', 'turizm', 'ad', 'binlerce', 'yıllık', 'mira', 'varlık', 'iş', 'makine', 'sal', 'görev', 'rezalet', 'son', 'ver', 'i']"
other,restore edilen tarihi kız kulesi yıkıldı mı,0,kültür turizm bakanlığınca restore edilen kız kulesinin yıkıldığı ileri sürüldü iddia sosyal medyada videoyla paylaşıldı içerik twitterda kızkulesi etiketiyle trend oldu,"['restore', 'edilen', 'tarihi', 'kız', 'kulesi', 'yıkıldı', 'mı']","['restore', 'et', 'tarihi', 'kız', 'kule', 'yıkıl', 'mi']","['kültür', 'turizm', 'bakanlığınca', 'restore', 'edilen', 'kız', 'kulesinin', 'yıkıldığı', 'ileri', 'sürüldü', 'iddia', 'sosyal', 'medyada', 'videoyla', 'paylaşıldı', 'içerik', 'twitterda', 'kızkulesi', 'etiketiyle', 'trend', 'oldu']","['kültür', 'turizm', 'bakanlık', 'restore', 'et', 'kız', 'kule', 'yıkıl', 'ileri', 'sür', 'iddia', 'sosyal', 'medya', 'video', 'paylaş', 'içerik', 'twitter', 'kızkule', 'etiket', 'trend', 'ol']"
entertainment,görüntüdeki kişinin oyuncu jason statham olduğu iddiası,0,arabasına filistin bayrağı astığı görülen kişinin ingiliz oyuncu jason statham olduğu iddiası kısa süre içinde x eski adıyla twitter instagram youtube tiktok gibi sosyal medya platformlarında yayıldı,"['görüntüde', 'ki', 'kişinin', 'oyuncu', 'jason', 'statham', 'olduğu', 'iddiası']","['görüntü', 'ki', 'kişi', 'oyuncu', 'jason', 'statham', 'ol', 'iddia']","['arabasına', 'filistin', 'bayrağı', 'astığı', 'görülen', 'kişinin', 'ingiliz', 'oyuncu', 'jason', 'statham', 'olduğu', 'iddiası', 'kısa', 'süre', 'içinde', 'x', 'eski', 'adıyla', 'twitter', 'instagram', 'youtube', 'tiktok', 'gibi', 'sosyal', 'medya', 'platformlarında', 'yayıldı']","['araba', 'filist', 'bayrak', 'as', 'gör', 'kişi', 'ingiliz', 'oyuncu', 'jason', 'statham', 'ol', 'iddia', 'kısa', 'süre', 'iç', 'x', 'eski', 'ad', 'twitter', 'instagram', 'youtube', 'tiktok', 'gibi', 'sosyal', 'medya', 'platform', 'yay']"
entertainment,video abdli rapçi kanye westin tasarladığı aracı gösteriyor,0,sosyal medyada fütüristik tasarımıyla dikkat çeken aracın videosun dolaşıma sokuldu videonun abdli rapçi kanye westin tasarımını tanıtımını yaptığı yeezy adlı aracı gösterdiği iddia edildi paylaşımda iki milyon liraya satıldığı iddia edilen araçtan abdde üç adet bulunduğu detayına yer verildi,"['video', 'abdli', 'rapçi', 'kanye', 'westin', 'tasarladığı', 'aracı', 'gösteriyor']","['video', 'abdli', 'rapçi', 'kanye', 'west', 'tasarla', 'araç', 'göster']","['sosyal', 'medyada', 'fütüristik', 'tasarımıyla', 'dikkat', 'çeken', 'aracın', 'videosun', 'dolaşıma', 'sokuldu', 'videonun', 'abdli', 'rapçi', 'kanye', 'westin', 'tasarımını', 'tanıtımını', 'yaptığı', 'yeezy', 'adlı', 'aracı', 'gösterdiği', 'iddia', 'edildi', 'paylaşımda', 'iki', 'milyon', 'liraya', 'satıldığı', 'iddia', 'edilen', 'araçtan', 'abdde', 'üç', 'adet', 'bulunduğu', 'detayına', 'yer', 'verildi']","['sosyal', 'medya', 'fütüristik', 'tasarım', 'dikkat', 'çek', 'araç', 'video', 'dolaşım', 'sok', 'video', 'abdli', 'rapçi', 'kanye', 'west', 'tasarım', 'tanıtım', 'yap', 'yeezy', 'adlı', 'araç', 'göster', 'iddia', 'et', 'paylaşım', 'iki', 'milyon', 'lira', 'sat', 'iddia', 'et', 'araç', 'abdde', 'üç', 'adet', 'bulun', 'detay', 'yer', 'ver']"
politics,video abd ordusu için geliştirilen robotları mı gösteriyor,0,darpa tarafından gelistirilen insan robotlaryıllardır komplo deninenler gerçek oluyor,"['video', 'abd', 'ordusu', 'için', 'geliştirilen', 'robotları', 'mı', 'gösteriyor']","['video', 'abd', 'ordu', 'için', 'geliş', 'robot', 'mi', 'göster']","['darpa', 'tarafından', 'gelistirilen', 'insan', 'robotlaryılar', 'dır', 'komplo', 'deninenler', 'gerçek', 'oluyor']","['darpa', 'taraf', 'gelis', 'insan', 'robot', 'i', 'komplo', 'deninen', 'gerçek', 'ol']"
other,video yeşil alanların kundaklandığı anı gösteriyor,0,x kullanıcısının hesabından paylaştığı videoda koruyucu kıyafetler giyen kişinin sazlık alanı ateşe verdiği anlar yer aldı kullanıcı videoyuküresel ısınma krizi yok küresel kundakçılar krizi var ifadeleri yazarak servis etti,"['video', 'yeşil', 'alanların', 'kundaklandığı', 'anı', 'gösteriyor']","['video', 'yeşil', 'alan', 'kundaklan', 'an', 'göster']","['x', 'kullanıcısının', 'hesabından', 'paylaştığı', 'videoda', 'koruyucu', 'kıyafetler', 'giyen', 'kişinin', 'sazlık', 'alanı', 'ateşe', 'verdiği', 'anlar', 'yer', 'aldı', 'kullanıcı', 'vide', 'oyuküresel', 'ısınma', 'krizi', 'yok', 'küresel', 'kundakçılar', 'krizi', 'var', 'ifadeleri', 'yazarak', 'servis', 'etti']","['x', 'kullanıcı', 'hesap', 'paylaş', 'video', 'koruyucu', 'kıyafet', 'git', 'kişi', 'sazlık', 'alan', 'ateş', 'ver', 'anla', 'yer', 'al', 'kullanıcı', 'vide', 'oyuküresel', 'ısın', 'kriz', 'yok', 'küresel', 'kundakçı', 'kriz', 'var', 'ifade', 'yaz', 'servis', 'et']"
politics,logoları kullanarak dolandırmaya çalıştılar,0,cumhurbaşkanlığı savunma sanayi başkanlığının isim logoları kullanılarak yapılan dolandırıcılık girişimleri,"['logoları', 'kullanarak', 'dolandırmaya', 'çalıştılar']","['logo', 'kullan', 'dolan', 'çalış']","['cumhurbaşkanlığı', 'savunma', 'sanayi', 'başkanlığının', 'isim', 'logoları', 'kullanılarak', 'yapılan', 'dolandırıcılık', 'girişimleri']","['cumhurbaşkanlığı', 'savun', 'sana', 'başkanlık', 'isim', 'logo', 'kullan', 'yap', 'dolandırıcılık', 'girişim']"
other,kilise roket düştü,0,türkiye sınırlarına suriye tarafındaki ypg terör örgütü kaynaklı roket atılması sonucu kilise roket düştü,"['kilise', 'roket', 'düştü']","['kilis', 'roket', 'düş']","['türkiye', 'sınırlarına', 'suriye', 'tarafında', 'ki', 'ypg', 'terör', 'örgütü', 'kaynaklı', 'roket', 'atılması', 'sonucu', 'kilise', 'roket', 'düştü']","['türkiye', 'sınır', 'suri', 'taraf', 'ki', 'ypg', 'terör', 'örgüt', 'kaynaklı', 'roket', 'at', 'sonuç', 'kilis', 'roket', 'düş']"
politcs,türkiyenin gönderdiği zırhlı araçlar terör örgütünün eline geçti,0,türkiyenin somali ordusuna terör örgütü eşşebab mücadele etmesi için gönderdiği zırhlı araçların terör örgütünün eline geçtiği iddia edildi,"['türkiyenin', 'gönderdiği', 'zırhlı', 'araçlar', 'terör', 'örgütünün', 'eline', 'geçti']","['türkiye', 'gönder', 'zırhlı', 'araç', 'terör', 'örgüt', 'el', 'geç']","['türkiyenin', 'somali', 'ordusuna', 'terör', 'örgütü', 'eşşebab', 'mücadele', 'etmesi', 'için', 'gönderdiği', 'zırhlı', 'araçların', 'terör', 'örgütünün', 'eline', 'geçtiği', 'iddia', 'edildi']","['türkiye', 'somal', 'ordu', 'terör', 'örgüt', 'eşşebab', 'mücadele', 'et', 'için', 'gönder', 'zırhlı', 'araç', 'terör', 'örgüt', 'el', 'geç', 'iddia', 'et']"
other,ilk sarı torba sonra bavul,0,sarı torba taşınan askerin naaşı sonrasında bavula konarak ailesine teslim edildiailesi görüntüleri paylaştı,"['ilk', 'sarı', 'torba', 'sonra', 'bavul']","['ilk', 'sarı', 'torba', 'sonra', 'bavul']","['sarı', 'torba', 'taşınan', 'askerin', 'naaşı', 'sonrasında', 'bavula', 'konarak', 'ailesine', 'teslim', 'edildiailesi', 'görüntüleri', 'paylaştı']","['sarı', 'torba', 'taşı', 'asker', 'naaş', 'sonra', 'bavul', 'kon', 'aile', 'teslim', 'et', 'görüntü', 'paylaş']"
politics,pkk orta menzilli füze tskyı hedef aldı,0,pkknın füzeler tsk birliğini toplantı halinde tam isabetle hedef alıyor türk askeri hayatını kaybetti,"['pkk', 'orta', 'menzilli', 'füze', 'tskyı', 'hedef', 'aldı']","['pkk', 'orta', 'menzilli', 'füze', 'tskı', 'hedef', 'al']","['pkknın', 'füzeler', 'tsk', 'birliğini', 'toplantı', 'halinde', 'tam', 'isabetle', 'hedef', 'alıyor', 'türk', 'askeri', 'hayatını', 'kaybetti']","['pkkn', 'füze', 'tsk', 'birlik', 'toplantı', 'hal', 'tam', 'isabet', 'hedef', 'al', 'türk', 'asker', 'hayat', 'kaybet']"
politics,türk savaş uçakları hastaneyi bombaladı,0,türk savaş uçakları suriyenin derik bölgesindeki sivil hastanesini bombaladı,"['türk', 'savaş', 'uçakları', 'hastaneyi', 'bombaladı']","['türk', 'savaş', 'uçak', 'hastane', 'bombala']","['türk', 'savaş', 'uçakları', 'suriyenin', 'derik', 'bölgesinde', 'ki', 'sivil', 'hastanesini', 'bombaladı']","['türk', 'savaş', 'uçak', 'suriye', 'derik', 'bölge', 'ki', 'sivil', 'hastane', 'bombala']"
politics,türk sılahlı kuvvetlerine ait çankırı obüs fabrikası katarlara satıldı,0,gazeteci yavuz selim demirağ krtde inan demirelin hazırlayıp sunduğu gündem özel programında türk silahlı kuvvetlerine ait çankırı obüs fabrikasının katara satıldığını söyledi,"['türk', 'sılahlı', 'kuvvetlerine', 'ait', 'çankırı', 'obüs', 'fabrikası', 'katarlara', 'satıldı']","['türk', 'sılahlı', 'kuvvet', 'ait', 'çankırı', 'obüs', 'fabrika', 'katar', 'sat']","['gazeteci', 'yavuz', 'selim', 'demirağ', 'krtde', 'inan', 'demirelin', 'hazırlayıp', 'sunduğu', 'gündem', 'özel', 'programında', 'türk', 'silahlı', 'kuvvetlerine', 'ait', 'çankırı', 'obüs', 'fabrikasının', 'katara', 'satıldığını', 'söyledi']","['gazeteci', 'yavuz', 'selim', 'demirağ', 'krtde', 'in', 'demirel', 'hazırla', 'sun', 'gündem', 'özel', 'program', 'türk', 'silahlı', 'kuvvet', 'ait', 'çankırı', 'obüs', 'fabrika', 'katar', 'sat', 'söyle']"
politics,milli savunma bakanlığının logosuna arap kılıcı eklendi,0,logosu değişen milli savunma bakanlığının logosuna yıldızlara ek olarak arap kılıcı eklendi,"['milli', 'savunma', 'bakanlığının', 'logosuna', 'arap', 'kılıcı', 'eklendi']","['milli', 'savun', 'bakanlık', 'logo', 'arap', 'kılıcı', 'ekle']","['logosu', 'değişen', 'milli', 'savunma', 'bakanlığının', 'logosuna', 'yıldızlara', 'ek', 'olarak', 'arap', 'kılıcı', 'eklendi']","['logo', 'değiş', 'milli', 'savun', 'bakanlık', 'logo', 'yıldız', 'ek', 'olarak', 'arap', 'kılıcı', 'ekle']"
politics,kuleli askeri lisesi araplara satıldı,0,seymenyaptığı açıklamada haraç mezat kuleli askeri lisesinin binası araplara satılmış milli manevi paraya tahvil edilemeyen şeyin kıymeti yok nazarlarında ifadelerini kullandı,"['kuleli', 'askeri', 'lisesi', 'araplara', 'satıldı']","['kuleli', 'asker', 'lise', 'arap', 'sat']","['seymenyaptığı', 'açıklamada', 'haraç', 'mezat', 'kuleli', 'askeri', 'lisesinin', 'binası', 'araplara', 'satılmış', 'milli', 'manevi', 'paraya', 'tahvil', 'edilemeyen', 'şeyin', 'kıymeti', 'yok', 'nazarlarında', 'ifadelerini', 'kullandı']","['sey', 'açıkla', 'haraç', 'mezat', 'kuleli', 'asker', 'lise', 'bina', 'arap', 'sat', 'milli', 'manevi', 'para', 'tahvil', 'et', 'şey', 'kıymet', 'yok', 'nazar', 'ifade', 'kullan']"
politics,tskya suriyeli subay astsubaylar alındı,0,suriyeli insanlar tskda asteğmen subay olarak görev yapıyorlar bize tsk içinden gelen bilgidir,"['tskya', 'suriyeli', 'subay', 'astsubaylar', 'alındı']","['tskya', 'suriyeli', 'subay', 'astsubay', 'al']","['suriyeli', 'insanlar', 'tskda', 'asteğmen', 'subay', 'olarak', 'görev', 'yapıyorlar', 'bize', 'tsk', 'içinden', 'gelen', 'bilgi', 'dir']","['suriyeli', 'insan', 'tskda', 'asteğmen', 'subay', 'olarak', 'görev', 'yap', 'biz', 'tsk', 'iç', 'gel', 'bilgi', 'i']"
other,evlerinden olan insanları ikinci kez evsiz bıraktılar,0,muğladaki askeri kampta misafir edilen depremzedeler zorla çıkartılıyor,"['evlerinden', 'olan', 'insanları', 'ikinci', 'kez', 'evsiz', 'bıraktılar']","['ev', 'ol', 'insan', 'ikinci', 'kez', 'evsiz', 'bırak']","['muğlada', 'ki', 'askeri', 'kampta', 'misafir', 'edilen', 'depremzedeler', 'zorla', 'çıkartılıyor']","['muğlada', 'ki', 'askeri', 'kamp', 'misafir', 'et', 'depremzede', 'zor', 'çıkar']"
politics,ikinci ordu komutanı gürak protokole alınmadı,0,orgeneral metin gürak cumhurbaşkanının antepteki karşılama protokolüne alınmadı,"['ikinci', 'ordu', 'komutanı', 'gürak', 'protokole', 'alınmadı']","['ikinci', 'ordu', 'komutan', 'gürak', 'protokol', 'al']","['orgeneral', 'metin', 'gürak', 'cumhurbaşkanının', 'antepte', 'ki', 'karşılama', 'protokolüne', 'alınmadı']","['orgeneral', 'metin', 'gürak', 'cumhurbaşkanı', 'antep', 'ki', 'karşıla', 'protokol', 'al']"
other,afet müdahele planına asker dahil edilmedi,0,afet müdahale planında türk silahlı kuvvetleri milli savunma bakanlığı çözüm ortaklarında yok afet operasyonlarının içinde asker konumlandırılmamış,"['afet', 'müdahele', 'planına', 'asker', 'dahil', 'edilmedi']","['afet', 'müdahele', 'plan', 'asker', 'dahil', 'et']","['afet', 'müdahale', 'planında', 'türk', 'silahlı', 'kuvvetleri', 'milli', 'savunma', 'bakanlığı', 'çözüm', 'ortaklarında', 'yok', 'afet', 'operasyonlarının', 'içinde', 'asker', 'konumlandırılmamış']","['afet', 'müdahale', 'plan', 'türk', 'silahlı', 'kuvvet', 'milli', 'savun', 'bakanlık', 'çözüm', 'ortak', 'yok', 'afet', 'operasyon', 'iç', 'asker', 'konumla']"
other,asker depremzedelere koşmak yerine bomba attı,0,askerler depremden sonraki gün suriye ırak sivilleri üzerine bomba yağdırdı,"['asker', 'depremzedelere', 'koşmak', 'yerine', 'bomba', 'attı']","['asker', 'depremzede', 'koş', 'yer', 'bomba', 'at']","['askerler', 'depremden', 'sonra', 'ki', 'gün', 'suriye', 'ırak', 'sivilleri', 'üzerine', 'bomba', 'yağdırdı']","['asker', 'deprem', 'sonra', 'ki', 'gün', 'suri', 'ırak', 'sivil', 'üzer', 'bomba', 'yağ']"
other,depremin ilk günü asker sahaya inmedi,0,mehmetçik yardım etmek yerine beklemiş arama kurtarma çalışmlarına katılmamış,"['depremin', 'ilk', 'günü', 'asker', 'sahaya', 'inmedi']","['depre', 'ilk', 'gün', 'asker', 'saha', 'in']","['mehmetçik', 'yardım', 'etmek', 'yerine', 'beklemiş', 'arama', 'kurtarma', 'çalışmlarına', 'katılmamış']","['mehmetçik', 'yardım', 'et', 'yer', 'bekle', 'aram', 'kurtar', 'çalışm', 'kat']"
other,yardıma gelmediler,0,askeri hava araçları deprem bölgesi için seferber edilmedi,"['yardıma', 'gelmediler']","['yardım', 'gel']","['askeri', 'hava', 'araçları', 'deprem', 'bölgesi', 'için', 'seferber', 'edilmedi']","['askeri', 'hava', 'araç', 'deprem', 'bölge', 'için', 'seferber', 'et']"
